Geolocation,Level of Education,Sex,Year,Completion_Rate,Cohort_Survival_Rate,Gender_Parity_Index,Participation_Rate
Region IV-A,Elementary,Female,2013,76.3,77.4,0.9,72.5
Region IV-A,Elementary,Male,2013,69.3,71.1,0.9,71.0
Region IV-A,Elementary,Male,2013,69.3,71.1,0.9,71.0
Region IV-A,Elementary,Male,2013,69.3,71.1,0.9,71.0
Region IV-A,Elementary,Male,2013,69.3,71.1,0.9,71.0
Region IV-A,Elementary,Male,2013,69.3,71.1,0.9,71.0
Region IV-A,Elementary,Male,2013,69.3,71.1,0.9,71.0
Region IV-A,Elementary,Male,2013,69.3,71.1,0.9,71.0
Region IV-A,Elementary,Male,2013,69.3,71.1,0.9,71.0
Region IV-A,Junior High,Female,2013,83.4,85.8,1.0,72.5
Region IV-A,Junior High,Female,2013,83.4,85.8,1.0,72.5
Region IV-A,Junior High,Female,2013,83.4,85.8,1.0,72.5
Region IV-A,Junior High,Female,2013,83.4,85.8,1.0,72.5
Region IV-A,Junior High,Female,2013,83.4,85.8,1.0,72.5
Region IV-A,Junior High,Female,2013,83.4,85.8,1.0,72.5
Region IV-A,Junior High,Female,2013,83.4,85.8,1.0,72.5
Region IV-A,Junior High,Female,2013,83.4,85.8,1.0,72.5
Region IV-A,Junior High,Male,2013,72.8,75.6,1.0,71.0
Region IV-A,Junior High,Male,2013,72.8,75.6,1.0,71.0
Region IV-A,Junior High,Male,2013,72.8,75.6,1.0,71.0
Region IV-A,Junior High,Male,2013,72.8,75.6,1.0,71.0
Region IV-A,Junior High,Male,2013,72.8,75.6,1.0,71.0
Region IV-A,Junior High,Male,2013,72.8,75.6,1.0,71.0
Region IV-A,Junior High,Male,2013,72.8,75.6,1.0,71.0
Region IV-A,Junior High,Male,2013,72.8,75.6,1.0,71.0
Region IV-A,Senior High,Female,2013,0.0,0.0,0.0,72.5
Region IV-A,Senior High,Female,2013,0.0,0.0,0.0,72.5
Region IV-A,Senior High,Female,2013,0.0,0.0,0.0,72.5
Region IV-A,Senior High,Female,2013,0.0,0.0,0.0,72.5
Region IV-A,Senior High,Female,2013,0.0,0.0,0.0,72.5
Region IV-A,Senior High,Female,2013,0.0,0.0,0.0,72.5
Region IV-A,Senior High,Female,2013,0.0,0.0,0.0,72.5
Region IV-A,Senior High,Female,2013,0.0,0.0,0.0,72.5
Region IV-A,Senior High,Male,2013,0.0,0.0,0.0,71.0
Region IV-A,Senior High,Male,2013,0.0,0.0,0.0,71.0
Region IV-A,Senior High,Male,2013,0.0,0.0,0.0,71.0
Region IV-A,Senior High,Male,2013,0.0,0.0,0.0,71.0
Region IV-A,Senior High,Male,2013,0.0,0.0,0.0,71.0
Region IV-A,Senior High,Male,2013,0.0,0.0,0.0,71.0
Region IV-A,Senior High,Male,2013,0.0,0.0,0.0,71.0
Region IV-A,Senior High,Male,2013,0.0,0.0,0.0,71.0
Region IV-B,Elementary,Female,2013,82.0,83.0,0.9,81.7
Region IV-B,Elementary,Female,2013,82.0,83.0,0.9,81.7
Region IV-B,Elementary,Female,2013,82.0,83.0,0.9,81.7
Region IV-B,Elementary,Female,2013,82.0,83.0,0.9,81.7
Region IV-B,Elementary,Female,2013,82.0,83.0,0.9,81.7
Region IV-B,Elementary,Female,2013,82.0,83.0,0.9,81.7
Region IV-B,Elementary,Female,2013,82.0,83.0,0.9,81.7
Region IV-B,Elementary,Female,2013,82.0,83.0,0.9,81.7
Region IV-B,Elementary,Male,2013,74.6,76.3,0.9,82.0
Region IV-B,Elementary,Male,2013,74.6,76.3,0.9,82.0
Region IV-B,Elementary,Male,2013,74.6,76.3,0.9,82.0
Region IV-B,Elementary,Male,2013,74.6,76.3,0.9,82.0
Region IV-B,Elementary,Male,2013,74.6,76.3,0.9,82.0
Region IV-B,Elementary,Male,2013,74.6,76.3,0.9,82.0
Region IV-B,Elementary,Male,2013,74.6,76.3,0.9,82.0
Region IV-B,Elementary,Male,2013,74.6,76.3,0.9,82.0
Region IV-B,Junior High,Female,2013,81.7,83.9,1.0,81.7
Region IV-B,Junior High,Female,2013,81.7,83.9,1.0,81.7
Region IV-B,Junior High,Female,2013,81.7,83.9,1.0,81.7
Region IV-B,Junior High,Female,2013,81.7,83.9,1.0,81.7
Region IV-B,Junior High,Female,2013,81.7,83.9,1.0,81.7
Region IV-B,Junior High,Female,2013,81.7,83.9,1.0,81.7
Region IV-B,Junior High,Female,2013,81.7,83.9,1.0,81.7
Region IV-B,Junior High,Female,2013,81.7,83.9,1.0,81.7
Region IV-B,Junior High,Male,2013,71.9,74.5,1.0,82.0
Region IV-B,Junior High,Male,2013,71.9,74.5,1.0,82.0
Region IV-B,Junior High,Male,2013,71.9,74.5,1.0,82.0
Region IV-B,Junior High,Male,2013,71.9,74.5,1.0,82.0
Region IV-B,Junior High,Male,2013,71.9,74.5,1.0,82.0
Region IV-B,Junior High,Male,2013,71.9,74.5,1.0,82.0
Region IV-B,Junior High,Male,2013,71.9,74.5,1.0,82.0
Region IV-B,Junior High,Male,2013,71.9,74.5,1.0,82.0
Region IV-B,Senior High,Female,2013,0.0,0.0,0.0,81.7
Region IV-B,Senior High,Female,2013,0.0,0.0,0.0,81.7
Region IV-B,Senior High,Female,2013,0.0,0.0,0.0,81.7
Region IV-B,Senior High,Female,2013,0.0,0.0,0.0,81.7
Region IV-B,Senior High,Female,2013,0.0,0.0,0.0,81.7
Region IV-B,Senior High,Female,2013,0.0,0.0,0.0,81.7
Region IV-B,Senior High,Female,2013,0.0,0.0,0.0,81.7
Region IV-B,Senior High,Female,2013,0.0,0.0,0.0,81.7
Region IV-B,Senior High,Male,2013,0.0,0.0,0.0,82.0
Region IV-B,Senior High,Male,2013,0.0,0.0,0.0,82.0
Region IV-B,Senior High,Male,2013,0.0,0.0,0.0,82.0
Region IV-B,Senior High,Male,2013,0.0,0.0,0.0,82.0
Region IV-B,Senior High,Male,2013,0.0,0.0,0.0,82.0
Region IV-B,Senior High,Male,2013,0.0,0.0,0.0,82.0
Region IV-B,Senior High,Male,2013,0.0,0.0,0.0,82.0
Region IV-B,Senior High,Male,2013,0.0,0.0,0.0,82.0
Region V,Elementary,Female,2013,89.0,89.6,0.9,77.7
Region V,Elementary,Female,2013,89.0,89.6,0.9,77.7
Region V,Elementary,Female,2013,89.0,89.6,0.9,77.7
Region V,Elementary,Female,2013,89.0,89.6,0.9,77.7
Region V,Elementary,Female,2013,89.0,89.6,0.9,77.7
Region V,Elementary,Female,2013,89.0,89.6,0.9,77.7
Region V,Elementary,Female,2013,89.0,89.6,0.9,77.7
Region V,Elementary,Female,2013,89.0,89.6,0.9,77.7
Region V,Elementary,Male,2013,81.3,83.3,0.9,78.4
Region V,Elementary,Male,2013,81.3,83.3,0.9,78.4
Region V,Elementary,Male,2013,81.3,83.3,0.9,78.4
Region V,Elementary,Male,2013,81.3,83.3,0.9,78.4
Region V,Elementary,Male,2013,81.3,83.3,0.9,78.4
Region V,Elementary,Male,2013,81.3,83.3,0.9,78.4
Region V,Elementary,Male,2013,81.3,83.3,0.9,78.4
Region V,Elementary,Male,2013,81.3,83.3,0.9,78.4
Region V,Junior High,Female,2013,81.7,84.5,1.0,77.7
Region V,Junior High,Female,2013,81.7,84.5,1.0,77.7
Region V,Junior High,Female,2013,81.7,84.5,1.0,77.7
Region V,Junior High,Female,2013,81.7,84.5,1.0,77.7
Region V,Junior High,Female,2013,81.7,84.5,1.0,77.7
Region V,Junior High,Female,2013,81.7,84.5,1.0,77.7
Region V,Junior High,Female,2013,81.7,84.5,1.0,77.7
Region V,Junior High,Female,2013,81.7,84.5,1.0,77.7
Region V,Junior High,Male,2013,69.4,72.9,1.0,78.4
Region V,Junior High,Male,2013,69.4,72.9,1.0,78.4
Region V,Junior High,Male,2013,69.4,72.9,1.0,78.4
Region V,Junior High,Male,2013,69.4,72.9,1.0,78.4
Region V,Junior High,Male,2013,69.4,72.9,1.0,78.4
Region V,Junior High,Male,2013,69.4,72.9,1.0,78.4
Region V,Junior High,Male,2013,69.4,72.9,1.0,78.4
Region V,Junior High,Male,2013,69.4,72.9,1.0,78.4
Region V,Senior High,Female,2013,0.0,0.0,0.0,77.7
Region V,Senior High,Female,2013,0.0,0.0,0.0,77.7
Region V,Senior High,Female,2013,0.0,0.0,0.0,77.7
Region V,Senior High,Female,2013,0.0,0.0,0.0,77.7
Region V,Senior High,Female,2013,0.0,0.0,0.0,77.7
Region V,Senior High,Female,2013,0.0,0.0,0.0,77.7
Region V,Senior High,Female,2013,0.0,0.0,0.0,77.7
Region V,Senior High,Female,2013,0.0,0.0,0.0,77.7
Region V,Senior High,Male,2013,0.0,0.0,0.0,78.4
Region V,Senior High,Male,2013,0.0,0.0,0.0,78.4
Region V,Senior High,Male,2013,0.0,0.0,0.0,78.4
Region V,Senior High,Male,2013,0.0,0.0,0.0,78.4
Region V,Senior High,Male,2013,0.0,0.0,0.0,78.4
Region V,Senior High,Male,2013,0.0,0.0,0.0,78.4
Region V,Senior High,Male,2013,0.0,0.0,0.0,78.4
Region V,Senior High,Male,2013,0.0,0.0,0.0,78.4
Region VI,Elementary,Female,2013,89.6,90.6,0.9,85.2
Region VI,Elementary,Female,2013,89.6,90.6,0.9,85.2
Region VI,Elementary,Female,2013,89.6,90.6,0.9,85.2
Region VI,Elementary,Female,2013,89.6,90.6,0.9,85.2
Region VI,Elementary,Female,2013,89.6,90.6,0.9,85.2
Region VI,Elementary,Female,2013,89.6,90.6,0.9,85.2
Region VI,Elementary,Female,2013,89.6,90.6,0.9,85.2
Region VI,Elementary,Female,2013,89.6,90.6,0.9,85.2
Region VI,Elementary,Male,2013,82.2,84.0,0.9,86.0
Region VI,Elementary,Male,2013,82.2,84.0,0.9,86.0
Region VI,Elementary,Male,2013,82.2,84.0,0.9,86.0
Region VI,Elementary,Male,2013,82.2,84.0,0.9,86.0
Region VI,Elementary,Male,2013,82.2,84.0,0.9,86.0
Region VI,Elementary,Male,2013,82.2,84.0,0.9,86.0
Region VI,Elementary,Male,2013,82.2,84.0,0.9,86.0
Region VI,Elementary,Male,2013,82.2,84.0,0.9,86.0
Region VI,Junior High,Female,2013,83.3,85.9,1.0,85.2
Region VI,Junior High,Female,2013,83.3,85.9,1.0,85.2
Region VI,Junior High,Female,2013,83.3,85.9,1.0,85.2
Region VI,Junior High,Female,2013,83.3,85.9,1.0,85.2
Region VI,Junior High,Female,2013,83.3,85.9,1.0,85.2
Region VI,Junior High,Female,2013,83.3,85.9,1.0,85.2
Region VI,Junior High,Female,2013,83.3,85.9,1.0,85.2
Region VI,Junior High,Female,2013,83.3,85.9,1.0,85.2
Region VI,Junior High,Male,2013,73.6,77.3,1.0,86.0
Region VI,Junior High,Male,2013,73.6,77.3,1.0,86.0
Region VI,Junior High,Male,2013,73.6,77.3,1.0,86.0
Region VI,Junior High,Male,2013,73.6,77.3,1.0,86.0
Region VI,Junior High,Male,2013,73.6,77.3,1.0,86.0
Region VI,Junior High,Male,2013,73.6,77.3,1.0,86.0
Region VI,Junior High,Male,2013,73.6,77.3,1.0,86.0
Region VI,Junior High,Male,2013,73.6,77.3,1.0,86.0
Region VI,Senior High,Female,2013,0.0,0.0,0.0,85.2
Region VI,Senior High,Female,2013,0.0,0.0,0.0,85.2
Region VI,Senior High,Female,2013,0.0,0.0,0.0,85.2
Region VI,Senior High,Female,2013,0.0,0.0,0.0,85.2
Region VI,Senior High,Female,2013,0.0,0.0,0.0,85.2
Region VI,Senior High,Female,2013,0.0,0.0,0.0,85.2
Region VI,Senior High,Female,2013,0.0,0.0,0.0,85.2
Region VI,Senior High,Female,2013,0.0,0.0,0.0,85.2
Region VI,Senior High,Male,2013,0.0,0.0,0.0,86.0
Region VI,Senior High,Male,2013,0.0,0.0,0.0,86.0
Region VI,Senior High,Male,2013,0.0,0.0,0.0,86.0
Region VI,Senior High,Male,2013,0.0,0.0,0.0,86.0
Region VI,Senior High,Male,2013,0.0,0.0,0.0,86.0
Region VI,Senior High,Male,2013,0.0,0.0,0.0,86.0
Region VI,Senior High,Male,2013,0.0,0.0,0.0,86.0
Region VI,Senior High,Male,2013,0.0,0.0,0.0,86.0
Region VII,Elementary,Female,2013,90.3,91.6,0.9,86.0
Region VII,Elementary,Female,2013,90.3,91.6,0.9,86.0
Region VII,Elementary,Female,2013,90.3,91.6,0.9,86.0
Region VII,Elementary,Female,2013,90.3,91.6,0.9,86.0
Region VII,Elementary,Female,2013,90.3,91.6,0.9,86.0
Region VII,Elementary,Female,2013,90.3,91.6,0.9,86.0
Region VII,Elementary,Female,2013,90.3,91.6,0.9,86.0
Region VII,Elementary,Female,2013,90.3,91.6,0.9,86.0
Region VII,Elementary,Male,2013,81.8,84.2,0.9,85.9
Region VII,Elementary,Male,2013,81.8,84.2,0.9,85.9
Region VII,Elementary,Male,2013,81.8,84.2,0.9,85.9
Region VII,Elementary,Male,2013,81.8,84.2,0.9,85.9
Region VII,Elementary,Male,2013,81.8,84.2,0.9,85.9
Region VII,Elementary,Male,2013,81.8,84.2,0.9,85.9
Region VII,Elementary,Male,2013,81.8,84.2,0.9,85.9
Region VII,Elementary,Male,2013,81.8,84.2,0.9,85.9
Region VII,Junior High,Female,2013,85.1,87.6,1.0,86.0
Region VII,Junior High,Female,2013,85.1,87.6,1.0,86.0
Region VII,Junior High,Female,2013,85.1,87.6,1.0,86.0
Region VII,Junior High,Female,2013,85.1,87.6,1.0,86.0
Region VII,Junior High,Female,2013,85.1,87.6,1.0,86.0
Region VII,Junior High,Female,2013,85.1,87.6,1.0,86.0
Region VII,Junior High,Female,2013,85.1,87.6,1.0,86.0
Region VII,Junior High,Female,2013,85.1,87.6,1.0,86.0
Region VII,Junior High,Male,2013,72.0,75.8,1.0,85.9
Region VII,Junior High,Male,2013,72.0,75.8,1.0,85.9
Region VII,Junior High,Male,2013,72.0,75.8,1.0,85.9
Region VII,Junior High,Male,2013,72.0,75.8,1.0,85.9
Region VII,Junior High,Male,2013,72.0,75.8,1.0,85.9
Region VII,Junior High,Male,2013,72.0,75.8,1.0,85.9
Region VII,Junior High,Male,2013,72.0,75.8,1.0,85.9
Region VII,Junior High,Male,2013,72.0,75.8,1.0,85.9
Region VII,Senior High,Female,2013,0.0,0.0,0.0,86.0
Region VII,Senior High,Female,2013,0.0,0.0,0.0,86.0
Region VII,Senior High,Female,2013,0.0,0.0,0.0,86.0
Region VII,Senior High,Female,2013,0.0,0.0,0.0,86.0
Region VII,Senior High,Female,2013,0.0,0.0,0.0,86.0
Region VII,Senior High,Female,2013,0.0,0.0,0.0,86.0
Region VII,Senior High,Female,2013,0.0,0.0,0.0,86.0
Region VII,Senior High,Female,2013,0.0,0.0,0.0,86.0
Region VII,Senior High,Male,2013,0.0,0.0,0.0,85.9
Region VII,Senior High,Male,2013,0.0,0.0,0.0,85.9
Region VII,Senior High,Male,2013,0.0,0.0,0.0,85.9
Region VII,Senior High,Male,2013,0.0,0.0,0.0,85.9
Region VII,Senior High,Male,2013,0.0,0.0,0.0,85.9
Region VII,Senior High,Male,2013,0.0,0.0,0.0,85.9
Region VII,Senior High,Male,2013,0.0,0.0,0.0,85.9
Region VII,Senior High,Male,2013,0.0,0.0,0.0,85.9
Region VIII,Elementary,Female,2013,85.8,86.8,0.9,79.6
Region VIII,Elementary,Female,2013,85.8,86.8,0.9,79.6
Region VIII,Elementary,Female,2013,85.8,86.8,0.9,79.6
Region VIII,Elementary,Female,2013,85.8,86.8,0.9,79.6
Region VIII,Elementary,Female,2013,85.8,86.8,0.9,79.6
Region VIII,Elementary,Female,2013,85.8,86.8,0.9,79.6
Region VIII,Elementary,Female,2013,85.8,86.8,0.9,79.6
Region VIII,Elementary,Female,2013,85.8,86.8,0.9,79.6
Region VIII,Elementary,Male,2013,76.6,78.5,0.9,79.2
Region VIII,Elementary,Male,2013,76.6,78.5,0.9,79.2
Region VIII,Elementary,Male,2013,76.6,78.5,0.9,79.2
Region VIII,Elementary,Male,2013,76.6,78.5,0.9,79.2
Region VIII,Elementary,Male,2013,76.6,78.5,0.9,79.2
Region VIII,Elementary,Male,2013,76.6,78.5,0.9,79.2
Region VIII,Elementary,Male,2013,76.6,78.5,0.9,79.2
Region VIII,Elementary,Male,2013,76.6,78.5,0.9,79.2
Region VIII,Junior High,Female,2013,79.5,82.1,1.0,79.6
Region VIII,Junior High,Female,2013,79.5,82.1,1.0,79.6
Region VIII,Junior High,Female,2013,79.5,82.1,1.0,79.6
Region VIII,Junior High,Female,2013,79.5,82.1,1.0,79.6
Region VIII,Junior High,Female,2013,79.5,82.1,1.0,79.6
Region VIII,Junior High,Female,2013,79.5,82.1,1.0,79.6
Region VIII,Junior High,Female,2013,79.5,82.1,1.0,79.6
Region VIII,Junior High,Female,2013,79.5,82.1,1.0,79.6
Region VIII,Junior High,Male,2013,68.7,71.8,1.0,79.2
Region VIII,Junior High,Male,2013,68.7,71.8,1.0,79.2
Region VIII,Junior High,Male,2013,68.7,71.8,1.0,79.2
Region VIII,Junior High,Male,2013,68.7,71.8,1.0,79.2
Region VIII,Junior High,Male,2013,68.7,71.8,1.0,79.2
Region VIII,Junior High,Male,2013,68.7,71.8,1.0,79.2
Region VIII,Junior High,Male,2013,68.7,71.8,1.0,79.2
Region VIII,Junior High,Male,2013,68.7,71.8,1.0,79.2
Region VIII,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region VIII,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region VIII,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region VIII,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region VIII,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region VIII,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region VIII,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region VIII,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region VIII,Senior High,Male,2013,0.0,0.0,0.0,79.2
Region VIII,Senior High,Male,2013,0.0,0.0,0.0,79.2
Region VIII,Senior High,Male,2013,0.0,0.0,0.0,79.2
Region VIII,Senior High,Male,2013,0.0,0.0,0.0,79.2
Region VIII,Senior High,Male,2013,0.0,0.0,0.0,79.2
Region VIII,Senior High,Male,2013,0.0,0.0,0.0,79.2
Region VIII,Senior High,Male,2013,0.0,0.0,0.0,79.2
Region VIII,Senior High,Male,2013,0.0,0.0,0.0,79.2
Region IX,Elementary,Female,2013,64.9,66.4,0.9,79.5
Region IX,Elementary,Female,2013,64.9,66.4,0.9,79.5
Region IX,Elementary,Female,2013,64.9,66.4,0.9,79.5
Region IX,Elementary,Female,2013,64.9,66.4,0.9,79.5
Region IX,Elementary,Female,2013,64.9,66.4,0.9,79.5
Region IX,Elementary,Female,2013,64.9,66.4,0.9,79.5
Region IX,Elementary,Female,2013,64.9,66.4,0.9,79.5
Region IX,Elementary,Female,2013,64.9,66.4,0.9,79.5
Region IX,Elementary,Male,2013,57.1,59.1,0.9,81.5
Region IX,Elementary,Male,2013,57.1,59.1,0.9,81.5
Region IX,Elementary,Male,2013,57.1,59.1,0.9,81.5
Region IX,Elementary,Male,2013,57.1,59.1,0.9,81.5
Region IX,Elementary,Male,2013,57.1,59.1,0.9,81.5
Region IX,Elementary,Male,2013,57.1,59.1,0.9,81.5
Region IX,Elementary,Male,2013,57.1,59.1,0.9,81.5
Region IX,Elementary,Male,2013,57.1,59.1,0.9,81.5
Region IX,Junior High,Female,2013,72.9,75.3,1.1,79.5
Region IX,Junior High,Female,2013,72.9,75.3,1.1,79.5
Region IX,Junior High,Female,2013,72.9,75.3,1.1,79.5
Region IX,Junior High,Female,2013,72.9,75.3,1.1,79.5
Region IX,Junior High,Female,2013,72.9,75.3,1.1,79.5
Region IX,Junior High,Female,2013,72.9,75.3,1.1,79.5
Region IX,Junior High,Female,2013,72.9,75.3,1.1,79.5
Region IX,Junior High,Female,2013,72.9,75.3,1.1,79.5
Region IX,Junior High,Male,2013,62.4,65.1,1.1,81.5
Region IX,Junior High,Male,2013,62.4,65.1,1.1,81.5
Region IX,Junior High,Male,2013,62.4,65.1,1.1,81.5
Region IX,Junior High,Male,2013,62.4,65.1,1.1,81.5
Region IX,Junior High,Male,2013,62.4,65.1,1.1,81.5
Region IX,Junior High,Male,2013,62.4,65.1,1.1,81.5
Region IX,Junior High,Male,2013,62.4,65.1,1.1,81.5
Region IX,Junior High,Male,2013,62.4,65.1,1.1,81.5
Region IX,Senior High,Female,2013,0.0,0.0,0.0,79.5
Region IX,Senior High,Female,2013,0.0,0.0,0.0,79.5
Region IX,Senior High,Female,2013,0.0,0.0,0.0,79.5
Region IX,Senior High,Female,2013,0.0,0.0,0.0,79.5
Region IX,Senior High,Female,2013,0.0,0.0,0.0,79.5
Region IX,Senior High,Female,2013,0.0,0.0,0.0,79.5
Region IX,Senior High,Female,2013,0.0,0.0,0.0,79.5
Region IX,Senior High,Female,2013,0.0,0.0,0.0,79.5
Region IX,Senior High,Male,2013,0.0,0.0,0.0,81.5
Region IX,Senior High,Male,2013,0.0,0.0,0.0,81.5
Region IX,Senior High,Male,2013,0.0,0.0,0.0,81.5
Region IX,Senior High,Male,2013,0.0,0.0,0.0,81.5
Region IX,Senior High,Male,2013,0.0,0.0,0.0,81.5
Region IX,Senior High,Male,2013,0.0,0.0,0.0,81.5
Region IX,Senior High,Male,2013,0.0,0.0,0.0,81.5
Region IX,Senior High,Male,2013,0.0,0.0,0.0,81.5
Region X,Elementary,Female,2013,78.0,79.2,0.9,79.6
Region X,Elementary,Female,2013,78.0,79.2,0.9,79.6
Region X,Elementary,Female,2013,78.0,79.2,0.9,79.6
Region X,Elementary,Female,2013,78.0,79.2,0.9,79.6
Region X,Elementary,Female,2013,78.0,79.2,0.9,79.6
Region X,Elementary,Female,2013,78.0,79.2,0.9,79.6
Region X,Elementary,Female,2013,78.0,79.2,0.9,79.6
Region X,Elementary,Female,2013,78.0,79.2,0.9,79.6
Region X,Elementary,Male,2013,67.0,69.4,0.9,80.0
Region X,Elementary,Male,2013,67.0,69.4,0.9,80.0
Region X,Elementary,Male,2013,67.0,69.4,0.9,80.0
Region X,Elementary,Male,2013,67.0,69.4,0.9,80.0
Region X,Elementary,Male,2013,67.0,69.4,0.9,80.0
Region X,Elementary,Male,2013,67.0,69.4,0.9,80.0
Region X,Elementary,Male,2013,67.0,69.4,0.9,80.0
Region X,Elementary,Male,2013,67.0,69.4,0.9,80.0
Region X,Junior High,Female,2013,73.2,76.5,1.1,79.6
Region X,Junior High,Female,2013,73.2,76.5,1.1,79.6
Region X,Junior High,Female,2013,73.2,76.5,1.1,79.6
Region X,Junior High,Female,2013,73.2,76.5,1.1,79.6
Region X,Junior High,Female,2013,73.2,76.5,1.1,79.6
Region X,Junior High,Female,2013,73.2,76.5,1.1,79.6
Region X,Junior High,Female,2013,73.2,76.5,1.1,79.6
Region X,Junior High,Female,2013,73.2,76.5,1.1,79.6
Region X,Junior High,Male,2013,65.0,68.8,1.1,80.0
Region X,Junior High,Male,2013,65.0,68.8,1.1,80.0
Region X,Junior High,Male,2013,65.0,68.8,1.1,80.0
Region X,Junior High,Male,2013,65.0,68.8,1.1,80.0
Region X,Junior High,Male,2013,65.0,68.8,1.1,80.0
Region X,Junior High,Male,2013,65.0,68.8,1.1,80.0
Region X,Junior High,Male,2013,65.0,68.8,1.1,80.0
Region X,Junior High,Male,2013,65.0,68.8,1.1,80.0
Region X,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region X,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region X,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region X,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region X,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region X,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region X,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region X,Senior High,Female,2013,0.0,0.0,0.0,79.6
Region X,Senior High,Male,2013,0.0,0.0,0.0,80.0
Region X,Senior High,Male,2013,0.0,0.0,0.0,80.0
Region X,Senior High,Male,2013,0.0,0.0,0.0,80.0
Region X,Senior High,Male,2013,0.0,0.0,0.0,80.0
Region X,Senior High,Male,2013,0.0,0.0,0.0,80.0
Region X,Senior High,Male,2013,0.0,0.0,0.0,80.0
Region X,Senior High,Male,2013,0.0,0.0,0.0,80.0
Region X,Senior High,Male,2013,0.0,0.0,0.0,80.0
Region XI,Elementary,Female,2013,81.1,82.6,0.9,80.1
Region XI,Elementary,Female,2013,81.1,82.6,0.9,80.1
Region XI,Elementary,Female,2013,81.1,82.6,0.9,80.1
Region XI,Elementary,Female,2013,81.1,82.6,0.9,80.1
Region XI,Elementary,Female,2013,81.1,82.6,0.9,80.1
Region XI,Elementary,Female,2013,81.1,82.6,0.9,80.1
Region XI,Elementary,Female,2013,81.1,82.6,0.9,80.1
Region XI,Elementary,Female,2013,81.1,82.6,0.9,80.1
Region XI,Elementary,Male,2013,70.6,73.2,0.9,80.3
Region XI,Elementary,Male,2013,70.6,73.2,0.9,80.3
Region XI,Elementary,Male,2013,70.6,73.2,0.9,80.3
Region XI,Elementary,Male,2013,70.6,73.2,0.9,80.3
Region XI,Elementary,Male,2013,70.6,73.2,0.9,80.3
Region XI,Elementary,Male,2013,70.6,73.2,0.9,80.3
Region XI,Elementary,Male,2013,70.6,73.2,0.9,80.3
Region XI,Elementary,Male,2013,70.6,73.2,0.9,80.3
Region XI,Junior High,Female,2013,76.4,80.2,1.1,80.1
Region XI,Junior High,Female,2013,76.4,80.2,1.1,80.1
Region XI,Junior High,Female,2013,76.4,80.2,1.1,80.1
Region XI,Junior High,Female,2013,76.4,80.2,1.1,80.1
Region XI,Junior High,Female,2013,76.4,80.2,1.1,80.1
Region XI,Junior High,Female,2013,76.4,80.2,1.1,80.1
Region XI,Junior High,Female,2013,76.4,80.2,1.1,80.1
Region XI,Junior High,Female,2013,76.4,80.2,1.1,80.1
Region XI,Junior High,Male,2013,67.3,71.4,1.1,80.3
Region XI,Junior High,Male,2013,67.3,71.4,1.1,80.3
Region XI,Junior High,Male,2013,67.3,71.4,1.1,80.3
Region XI,Junior High,Male,2013,67.3,71.4,1.1,80.3
Region XI,Junior High,Male,2013,67.3,71.4,1.1,80.3
Region XI,Junior High,Male,2013,67.3,71.4,1.1,80.3
Region XI,Junior High,Male,2013,67.3,71.4,1.1,80.3
Region XI,Junior High,Male,2013,67.3,71.4,1.1,80.3
Region XI,Senior High,Female,2013,0.0,0.0,0.0,80.1
Region XI,Senior High,Female,2013,0.0,0.0,0.0,80.1
Region XI,Senior High,Female,2013,0.0,0.0,0.0,80.1
Region XI,Senior High,Female,2013,0.0,0.0,0.0,80.1
Region XI,Senior High,Female,2013,0.0,0.0,0.0,80.1
Region XI,Senior High,Female,2013,0.0,0.0,0.0,80.1
Region XI,Senior High,Female,2013,0.0,0.0,0.0,80.1
Region XI,Senior High,Female,2013,0.0,0.0,0.0,80.1
Region XI,Senior High,Male,2013,0.0,0.0,0.0,80.3
Region XI,Senior High,Male,2013,0.0,0.0,0.0,80.3
Region XI,Senior High,Male,2013,0.0,0.0,0.0,80.3
Region XI,Senior High,Male,2013,0.0,0.0,0.0,80.3
Region XI,Senior High,Male,2013,0.0,0.0,0.0,80.3
Region XI,Senior High,Male,2013,0.0,0.0,0.0,80.3
Region XI,Senior High,Male,2013,0.0,0.0,0.0,80.3
Region XI,Senior High,Male,2013,0.0,0.0,0.0,80.3
Region XII,Elementary,Female,2013,78.7,79.7,0.9,81.1
Region XII,Elementary,Female,2013,78.7,79.7,0.9,81.1
Region XII,Elementary,Female,2013,78.7,79.7,0.9,81.1
Region XII,Elementary,Female,2013,78.7,79.7,0.9,81.1
Region XII,Elementary,Female,2013,78.7,79.7,0.9,81.1
Region XII,Elementary,Female,2013,78.7,79.7,0.9,81.1
